id,title,description,category,price,discountPercentage,rating,stock,tags,brand,sku,weight,dimensions,warrantyInformation,shippingInformation,availabilityStatus,reviews,returnPolicy,minimumOrderQuantity,meta,images,thumbnail
129,Realme X,The Realme X is a mid-range smartphone known for its sleek design and impressive display. It offers a good balance of performance and camera capabilities for users seeking a quality device.,smartphones,299.99,6.95,3.7,12,"['smartphones', 'realme']",Realme,SMA-REA-REA-129,4,"{'width': 25.59, 'height': 21.42, 'depth': 12.75}",1 month warranty,Ships in 3-5 business days,In Stock,"[{'rating': 5, 'comment': 'Would buy again!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Hazel Evans', 'reviewerEmail': 'hazel.evans@x.dummyjson.com'}, {'rating': 5, 'comment': 'Fast shipping!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Brayden Fleming', 'reviewerEmail': 'brayden.fleming@x.dummyjson.com'}, {'rating': 5, 'comment': 'Very satisfied!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Madison Stewart', 'reviewerEmail': 'madison.stewart@x.dummyjson.com'}]",No return policy,3,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '4948452391831', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/smartphones/realme-x/1.webp', 'https://cdn.dummyjson.com/product-images/smartphones/realme-x/2.webp', 'https://cdn.dummyjson.com/product-images/smartphones/realme-x/3.webp']",https://cdn.dummyjson.com/product-images/smartphones/realme-x/thumbnail.webp
130,Realme XT,"The Realme XT is a feature-rich smartphone with a focus on camera technology. It comes equipped with advanced camera sensors, delivering high-quality photos and videos for photography enthusiasts.",smartphones,349.99,11.51,4.58,80,"['smartphones', 'realme']",Realme,SMA-REA-REA-130,3,"{'width': 24.98, 'height': 26.73, 'depth': 6.5}",3 year warranty,Ships in 1 month,In Stock,"[{'rating': 4, 'comment': 'Very satisfied!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Emily Brown', 'reviewerEmail': 'emily.brown@x.dummyjson.com'}, {'rating': 3, 'comment': 'Not as described!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Ella Cook', 'reviewerEmail': 'ella.cook@x.dummyjson.com'}, {'rating': 5, 'comment': 'Would buy again!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Layla Sullivan', 'reviewerEmail': 'layla.sullivan@x.dummyjson.com'}]",60 days return policy,3,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '6151817227632', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/smartphones/realme-xt/1.webp', 'https://cdn.dummyjson.com/product-images/smartphones/realme-xt/2.webp', 'https://cdn.dummyjson.com/product-images/smartphones/realme-xt/3.webp']",https://cdn.dummyjson.com/product-images/smartphones/realme-xt/thumbnail.webp
131,Samsung Galaxy S7,"The Samsung Galaxy S7 is a flagship smartphone known for its sleek design and advanced features. It features a high-resolution display, powerful camera, and robust performance.",smartphones,299.99,19.55,3.3,67,"['smartphones', 'samsung galaxy']",Samsung,SMA-SAM-SAM-131,10,"{'width': 13.55, 'height': 24.24, 'depth': 5.63}",3 months warranty,Ships in 3-5 business days,In Stock,"[{'rating': 1, 'comment': 'Not as described!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Julian James', 'reviewerEmail': 'julian.james@x.dummyjson.com'}, {'rating': 4, 'comment': 'Fast shipping!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Lucas Gordon', 'reviewerEmail': 'lucas.gordon@x.dummyjson.com'}, {'rating': 4, 'comment': 'Excellent quality!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Ava Taylor', 'reviewerEmail': 'ava.taylor@x.dummyjson.com'}]",No return policy,1,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '7557912146622', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s7/1.webp', 'https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s7/2.webp', 'https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s7/3.webp']",https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s7/thumbnail.webp
132,Samsung Galaxy S8,"The Samsung Galaxy S8 is a premium smartphone with an Infinity Display, offering a stunning visual experience. It boasts advanced camera capabilities and cutting-edge technology.",smartphones,499.99,19.45,4.4,0,"['smartphones', 'samsung galaxy']",Samsung,SMA-SAM-SAM-132,6,"{'width': 23.05, 'height': 26.88, 'depth': 15.73}",2 year warranty,Ships in 1 week,Out of Stock,"[{'rating': 4, 'comment': 'Highly impressed!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Owen Fisher', 'reviewerEmail': 'owen.fisher@x.dummyjson.com'}, {'rating': 4, 'comment': 'Highly impressed!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Clara Berry', 'reviewerEmail': 'clara.berry@x.dummyjson.com'}, {'rating': 4, 'comment': 'Highly recommended!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Tyler Davis', 'reviewerEmail': 'tyler.davis@x.dummyjson.com'}]",No return policy,4,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '5995499013336', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s8/1.webp', 'https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s8/2.webp', 'https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s8/3.webp']",https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s8/thumbnail.webp
133,Samsung Galaxy S10,"The Samsung Galaxy S10 is a flagship device featuring a dynamic AMOLED display, versatile camera system, and powerful performance. It represents innovation and excellence in smartphone technology.",smartphones,699.99,5.59,3.06,19,"['smartphones', 'samsung galaxy']",Samsung,SMA-SAM-SAM-133,9,"{'width': 27.41, 'height': 15.26, 'depth': 27.02}",No warranty,Ships in 2 weeks,In Stock,"[{'rating': 4, 'comment': 'Excellent quality!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Tristan Scott', 'reviewerEmail': 'tristan.scott@x.dummyjson.com'}, {'rating': 5, 'comment': 'Would buy again!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Christopher West', 'reviewerEmail': 'christopher.west@x.dummyjson.com'}, {'rating': 2, 'comment': 'Would not recommend!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Amelia Perez', 'reviewerEmail': 'amelia.perez@x.dummyjson.com'}]",30 days return policy,2,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '4676898229465', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s10/1.webp', 'https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s10/2.webp', 'https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s10/3.webp']",https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s10/thumbnail.webp
134,Vivo S1,"The Vivo S1 is a stylish and mid-range smartphone offering a blend of design and performance. It features a vibrant display, capable camera system, and reliable functionality.",smartphones,249.99,10.17,3.5,50,"['smartphones', 'vivo']",Vivo,SMA-VIV-VIV-134,4,"{'width': 14.06, 'height': 11.79, 'depth': 6.78}",6 months warranty,Ships in 3-5 business days,In Stock,"[{'rating': 4, 'comment': 'Very satisfied!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Samantha Martinez', 'reviewerEmail': 'samantha.martinez@x.dummyjson.com'}, {'rating': 3, 'comment': 'Very disappointed!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Logan Lee', 'reviewerEmail': 'logan.lee@x.dummyjson.com'}, {'rating': 4, 'comment': 'Would buy again!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Sophia Jones', 'reviewerEmail': 'sophia.jones@x.dummyjson.com'}]",7 days return policy,1,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '8575699153333', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/smartphones/vivo-s1/1.webp', 'https://cdn.dummyjson.com/product-images/smartphones/vivo-s1/2.webp', 'https://cdn.dummyjson.com/product-images/smartphones/vivo-s1/3.webp']",https://cdn.dummyjson.com/product-images/smartphones/vivo-s1/thumbnail.webp
135,Vivo V9,"The Vivo V9 is a smartphone known for its sleek design and emphasis on capturing high-quality selfies. It features a notch display, dual-camera setup, and a modern design.",smartphones,299.99,17.67,3.6,82,"['smartphones', 'vivo']",Vivo,SMA-VIV-VIV-135,4,"{'width': 19.85, 'height': 21.83, 'depth': 13.04}",2 year warranty,Ships in 1 month,In Stock,"[{'rating': 2, 'comment': 'Very unhappy with my purchase!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Logan Lawson', 'reviewerEmail': 'logan.lawson@x.dummyjson.com'}, {'rating': 5, 'comment': 'Awesome product!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Layla Young', 'reviewerEmail': 'layla.young@x.dummyjson.com'}, {'rating': 4, 'comment': 'Great value for money!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Asher Scott', 'reviewerEmail': 'asher.scott@x.dummyjson.com'}]",60 days return policy,2,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '4295398764784', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/smartphones/vivo-v9/1.webp', 'https://cdn.dummyjson.com/product-images/smartphones/vivo-v9/2.webp', 'https://cdn.dummyjson.com/product-images/smartphones/vivo-v9/3.webp']",https://cdn.dummyjson.com/product-images/smartphones/vivo-v9/thumbnail.webp
136,Vivo X21,"The Vivo X21 is a premium smartphone with a focus on cutting-edge technology. It features an in-display fingerprint sensor, a high-resolution display, and advanced camera capabilities.",smartphones,499.99,17.41,4.26,7,"['smartphones', 'vivo']",Vivo,SMA-VIV-VIV-136,10,"{'width': 22.49, 'height': 21.62, 'depth': 27.88}",1 year warranty,Ships in 1-2 business days,In Stock,"[{'rating': 4, 'comment': 'Very pleased!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Liam Gonzalez', 'reviewerEmail': 'liam.gonzalez@x.dummyjson.com'}, {'rating': 4, 'comment': 'Fast shipping!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Aurora Barnes', 'reviewerEmail': 'aurora.barnes@x.dummyjson.com'}, {'rating': 2, 'comment': 'Not as described!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Evelyn Walker', 'reviewerEmail': 'evelyn.walker@x.dummyjson.com'}]",60 days return policy,3,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '9944308291810', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/smartphones/vivo-x21/1.webp', 'https://cdn.dummyjson.com/product-images/smartphones/vivo-x21/2.webp', 'https://cdn.dummyjson.com/product-images/smartphones/vivo-x21/3.webp']",https://cdn.dummyjson.com/product-images/smartphones/vivo-x21/thumbnail.webp
137,American Football,"The American Football is a classic ball used in American football games. It is designed for throwing and catching, making it an essential piece of equipment for the sport.",sports-accessories,19.99,4.93,4.91,53,"['sports equipment', 'american football']",,SPO-BRD-AME-137,2,"{'width': 6.88, 'height': 5.82, 'depth': 21.96}",6 months warranty,Ships in 1 month,In Stock,"[{'rating': 4, 'comment': 'Awesome product!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Scarlett Bowman', 'reviewerEmail': 'scarlett.bowman@x.dummyjson.com'}, {'rating': 4, 'comment': 'Would buy again!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Tristan Scott', 'reviewerEmail': 'tristan.scott@x.dummyjson.com'}, {'rating': 4, 'comment': 'Very pleased!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Eleanor Tyler', 'reviewerEmail': 'eleanor.tyler@x.dummyjson.com'}]",90 days return policy,1,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '0984311727547', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}",['https://cdn.dummyjson.com/product-images/sports-accessories/american-football/1.webp'],https://cdn.dummyjson.com/product-images/sports-accessories/american-football/thumbnail.webp
138,Baseball Ball,"The Baseball Ball is a standard baseball used in baseball games. It features a durable leather cover and is designed for pitching, hitting, and fielding in the game of baseball.",sports-accessories,8.99,1.71,2.57,100,"['sports equipment', 'baseball']",,SPO-BRD-BAS-138,5,"{'width': 14.42, 'height': 22.65, 'depth': 15.89}",6 months warranty,Ships in 1 week,In Stock,"[{'rating': 5, 'comment': 'Excellent quality!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Scarlett Wright', 'reviewerEmail': 'scarlett.wright@x.dummyjson.com'}, {'rating': 4, 'comment': 'Great value for money!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Carter Baker', 'reviewerEmail': 'carter.baker@x.dummyjson.com'}, {'rating': 1, 'comment': 'Poor quality!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Aria Flores', 'reviewerEmail': 'aria.flores@x.dummyjson.com'}]",30 days return policy,11,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '8981184448425', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}",['https://cdn.dummyjson.com/product-images/sports-accessories/baseball-ball/1.webp'],https://cdn.dummyjson.com/product-images/sports-accessories/baseball-ball/thumbnail.webp
139,Baseball Glove,"The Baseball Glove is a protective glove worn by baseball players. It is designed to catch and field the baseball, providing players with comfort and control during the game.",sports-accessories,24.99,2.9,3.96,22,"['sports equipment', 'baseball']",,SPO-BRD-BAS-139,1,"{'width': 23.84, 'height': 11.12, 'depth': 5.85}",Lifetime warranty,Ships in 2 weeks,In Stock,"[{'rating': 1, 'comment': 'Very unhappy with my purchase!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Hazel Gardner', 'reviewerEmail': 'hazel.gardner@x.dummyjson.com'}, {'rating': 4, 'comment': 'Great value for money!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Scarlett Wright', 'reviewerEmail': 'scarlett.wright@x.dummyjson.com'}, {'rating': 3, 'comment': 'Would not recommend!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Nathan Reed', 'reviewerEmail': 'nathan.reed@x.dummyjson.com'}]",90 days return policy,8,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '1607433635330', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/sports-accessories/baseball-glove/1.webp', 'https://cdn.dummyjson.com/product-images/sports-accessories/baseball-glove/2.webp', 'https://cdn.dummyjson.com/product-images/sports-accessories/baseball-glove/3.webp']",https://cdn.dummyjson.com/product-images/sports-accessories/baseball-glove/thumbnail.webp
140,Basketball,"The Basketball is a standard ball used in basketball games. It is designed for dribbling, shooting, and passing in the game of basketball, suitable for both indoor and outdoor play.",sports-accessories,14.99,7.44,4.66,75,"['sports equipment', 'basketball']",,SPO-BRD-BAS-140,7,"{'width': 27.86, 'height': 10.64, 'depth': 18.75}",1 year warranty,Ships in 1 week,In Stock,"[{'rating': 5, 'comment': 'Highly recommended!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Mia Rodriguez', 'reviewerEmail': 'mia.rodriguez@x.dummyjson.com'}, {'rating': 2, 'comment': 'Would not buy again!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Ella Adams', 'reviewerEmail': 'ella.adams@x.dummyjson.com'}, {'rating': 4, 'comment': 'Very satisfied!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Aubrey Garcia', 'reviewerEmail': 'aubrey.garcia@x.dummyjson.com'}]",90 days return policy,11,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '3219724919696', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}",['https://cdn.dummyjson.com/product-images/sports-accessories/basketball/1.webp'],https://cdn.dummyjson.com/product-images/sports-accessories/basketball/thumbnail.webp
141,Basketball Rim,The Basketball Rim is a sturdy hoop and net assembly mounted on a basketball backboard. It provides a target for shooting and scoring in the game of basketball.,sports-accessories,39.99,7.74,4.6,43,"['sports equipment', 'basketball']",,SPO-BRD-BAS-141,1,"{'width': 15.83, 'height': 20.87, 'depth': 7.27}",3 months warranty,Ships overnight,In Stock,"[{'rating': 4, 'comment': 'Fast shipping!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Mason Wright', 'reviewerEmail': 'mason.wright@x.dummyjson.com'}, {'rating': 5, 'comment': 'Highly recommended!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Tristan Scott', 'reviewerEmail': 'tristan.scott@x.dummyjson.com'}, {'rating': 1, 'comment': 'Would not buy again!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Max Parker', 'reviewerEmail': 'max.parker@x.dummyjson.com'}]",No return policy,9,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '6916173283925', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}",['https://cdn.dummyjson.com/product-images/sports-accessories/basketball-rim/1.webp'],https://cdn.dummyjson.com/product-images/sports-accessories/basketball-rim/thumbnail.webp
142,Cricket Ball,"The Cricket Ball is a hard leather ball used in the sport of cricket. It is bowled and batted in the game, and its hardness and seam contribute to the dynamics of cricket play.",sports-accessories,12.99,8.63,3.53,30,"['sports equipment', 'cricket']",,SPO-BRD-CRI-142,7,"{'width': 28.51, 'height': 20.77, 'depth': 17.66}",3 year warranty,Ships in 3-5 business days,In Stock,"[{'rating': 1, 'comment': 'Poor quality!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Julian James', 'reviewerEmail': 'julian.james@x.dummyjson.com'}, {'rating': 1, 'comment': 'Poor quality!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Autumn Gomez', 'reviewerEmail': 'autumn.gomez@x.dummyjson.com'}, {'rating': 2, 'comment': 'Waste of money!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Liam Gonzalez', 'reviewerEmail': 'liam.gonzalez@x.dummyjson.com'}]",7 days return policy,11,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '0027512125380', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}",['https://cdn.dummyjson.com/product-images/sports-accessories/cricket-ball/1.webp'],https://cdn.dummyjson.com/product-images/sports-accessories/cricket-ball/thumbnail.webp
143,Cricket Bat,The Cricket Bat is an essential piece of cricket equipment used by batsmen to hit the cricket ball. It is made of wood and comes in various sizes and designs.,sports-accessories,29.99,3.29,3.17,98,"['sports equipment', 'cricket']",,SPO-BRD-CRI-143,10,"{'width': 27.44, 'height': 23.65, 'depth': 16.62}",1 year warranty,Ships in 1-2 business days,In Stock,"[{'rating': 5, 'comment': 'Very satisfied!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Samantha Howard', 'reviewerEmail': 'samantha.howard@x.dummyjson.com'}, {'rating': 5, 'comment': 'Would buy again!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Ella Adams', 'reviewerEmail': 'ella.adams@x.dummyjson.com'}, {'rating': 3, 'comment': 'Poor quality!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Julian Newton', 'reviewerEmail': 'julian.newton@x.dummyjson.com'}]",No return policy,16,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '1225217575490', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}",['https://cdn.dummyjson.com/product-images/sports-accessories/cricket-bat/1.webp'],https://cdn.dummyjson.com/product-images/sports-accessories/cricket-bat/thumbnail.webp
144,Cricket Helmet,"The Cricket Helmet is a protective headgear worn by cricket players, especially batsmen and wicketkeepers. It provides protection against fast bowling and bouncers.",sports-accessories,44.99,9.64,4.69,10,"['sports equipment', 'cricket']",,SPO-BRD-CRI-144,10,"{'width': 6.34, 'height': 6.25, 'depth': 21.68}",Lifetime warranty,Ships overnight,In Stock,"[{'rating': 5, 'comment': 'Great value for money!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Henry Turner', 'reviewerEmail': 'henry.turner@x.dummyjson.com'}, {'rating': 4, 'comment': 'Excellent quality!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Maya Reed', 'reviewerEmail': 'maya.reed@x.dummyjson.com'}, {'rating': 4, 'comment': 'Very pleased!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Avery Perez', 'reviewerEmail': 'avery.perez@x.dummyjson.com'}]",60 days return policy,4,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '2192738034162', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/sports-accessories/cricket-helmet/1.webp', 'https://cdn.dummyjson.com/product-images/sports-accessories/cricket-helmet/2.webp', 'https://cdn.dummyjson.com/product-images/sports-accessories/cricket-helmet/3.webp', 'https://cdn.dummyjson.com/product-images/sports-accessories/cricket-helmet/4.webp']",https://cdn.dummyjson.com/product-images/sports-accessories/cricket-helmet/thumbnail.webp
145,Cricket Wicket,"The Cricket Wicket is a set of three stumps and two bails, forming a wicket used in the sport of cricket. Batsmen aim to protect the wicket while scoring runs.",sports-accessories,29.99,16.93,4.73,25,"['sports equipment', 'cricket']",,SPO-BRD-CRI-145,5,"{'width': 15.99, 'height': 15.23, 'depth': 22.81}",3 months warranty,Ships overnight,In Stock,"[{'rating': 3, 'comment': 'Very dissatisfied!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Gabriel Mitchell', 'reviewerEmail': 'gabriel.mitchell@x.dummyjson.com'}, {'rating': 5, 'comment': 'Fast shipping!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Grayson Coleman', 'reviewerEmail': 'grayson.coleman@x.dummyjson.com'}, {'rating': 5, 'comment': 'Awesome product!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Grace Green', 'reviewerEmail': 'grace.green@x.dummyjson.com'}]",No return policy,20,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '9514466946651', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}",['https://cdn.dummyjson.com/product-images/sports-accessories/cricket-wicket/1.webp'],https://cdn.dummyjson.com/product-images/sports-accessories/cricket-wicket/thumbnail.webp
146,Feather Shuttlecock,"The Feather Shuttlecock is used in the sport of badminton. It features natural feathers and is designed for high-speed play, providing stability and accuracy during matches.",sports-accessories,5.99,2.95,2.85,95,"['sports equipment', 'badminton']",,SPO-BRD-FEA-146,4,"{'width': 19.63, 'height': 23.73, 'depth': 18.56}",3 year warranty,Ships in 1-2 business days,In Stock,"[{'rating': 4, 'comment': 'Awesome product!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Liam Smith', 'reviewerEmail': 'liam.smith@x.dummyjson.com'}, {'rating': 5, 'comment': 'Very happy with my purchase!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Aubrey Wagner', 'reviewerEmail': 'aubrey.wagner@x.dummyjson.com'}, {'rating': 4, 'comment': 'Very pleased!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Scarlett Bowman', 'reviewerEmail': 'scarlett.bowman@x.dummyjson.com'}]",60 days return policy,30,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '5360325610488', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}",['https://cdn.dummyjson.com/product-images/sports-accessories/feather-shuttlecock/1.webp'],https://cdn.dummyjson.com/product-images/sports-accessories/feather-shuttlecock/thumbnail.webp
147,Football,"The Football, also known as a soccer ball, is the standard ball used in the sport of football (soccer). It is designed for kicking and passing in the game.",sports-accessories,17.99,5.15,3.28,96,"['sports equipment', 'football']",,SPO-BRD-FOO-147,1,"{'width': 28.93, 'height': 23.01, 'depth': 11.71}",Lifetime warranty,Ships overnight,In Stock,"[{'rating': 4, 'comment': 'Very happy with my purchase!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Elena Long', 'reviewerEmail': 'elena.long@x.dummyjson.com'}, {'rating': 2, 'comment': 'Would not recommend!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Leah Gutierrez', 'reviewerEmail': 'leah.gutierrez@x.dummyjson.com'}, {'rating': 4, 'comment': 'Very happy with my purchase!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Nathan Dixon', 'reviewerEmail': 'nathan.dixon@x.dummyjson.com'}]",7 days return policy,27,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '7605305555987', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}",['https://cdn.dummyjson.com/product-images/sports-accessories/football/1.webp'],https://cdn.dummyjson.com/product-images/sports-accessories/football/thumbnail.webp
148,Golf Ball,"The Golf Ball is a small ball used in the sport of golf. It features dimples on its surface, providing aerodynamic lift and distance when struck by a golf club.",sports-accessories,9.99,17.37,4.3,84,"['sports equipment', 'golf']",,SPO-BRD-GOL-148,3,"{'width': 24.89, 'height': 23.39, 'depth': 12.47}",1 year warranty,Ships in 3-5 business days,In Stock,"[{'rating': 2, 'comment': 'Not worth the price!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Ella Cook', 'reviewerEmail': 'ella.cook@x.dummyjson.com'}, {'rating': 2, 'comment': 'Waste of money!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Cameron Perez', 'reviewerEmail': 'cameron.perez@x.dummyjson.com'}, {'rating': 5, 'comment': 'Very satisfied!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Mason Wright', 'reviewerEmail': 'mason.wright@x.dummyjson.com'}]",No return policy,40,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '6940117186155', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}",['https://cdn.dummyjson.com/product-images/sports-accessories/golf-ball/1.webp'],https://cdn.dummyjson.com/product-images/sports-accessories/golf-ball/thumbnail.webp
